# Parity goldens — the cutover's oracle; see goldens_test.go.
# Regenerate: GOOPG_UPDATE_GOLDENS=1 go test ./internal/sqlparser/
# 742 statements
ABORT	RollbackStmt{}
CREATE TABLE tt (f1 timestamp(3) without time zone)	CreateTableStmt{IfNotExists=false,Unlogged=false,Temporary=false,Name=ObjectName{Schema="",Name="tt"},Columns=[ColumnDef{Name="f1",Type=ColumnType{Schema="",Name="timestamp",Args=[3],IsArray=false},NotNull=false,Primary=false,Unique=false,UniqueNullsNotDistinct=false,UniqueConstraintName="",UniqueDeferrable=false,UniqueInitiallyDeferred=false,PrimaryDeferrable=false,PrimaryInitiallyDeferred=false,GeneratedAlways=false,GeneratedExpr="",GeneratedVirtual=false,IdentityColumn=false,IdentityAlways=false,IdentityStart=0,IdentityIncrement=∅,IdentityMin=∅,IdentityMax=∅,IdentityCache=∅,IdentityCycle=false,DefaultExpr=∅,RefTable=ObjectName{Schema="",Name=""},RefColumns=∅,OnDelete=0,OnUpdate=0,OnDeleteSetCols=∅,FKDeferrable=false,FKInitiallyDeferred=false,FKMatchFull=false,FKNotValid=false,FKNotEnforced=false,CheckExpr="",CheckConstraintName="",NotNullNoInherit=false,NotNullConstraintName="",NotNullExplicit=false,CheckNoInherit=false,CheckNotEnforced=false,Compression="",Storage="",Collation="",FDWOptions=∅}],PrimaryKey=∅,With=<map>,WithOIDS=false,PartitionBy=∅,PartitionOf=∅,Inherits=∅,OfType=∅,OfTypeColumnOptions=∅,ColumnAliases=∅,SelectSource=∅,ExecuteSource=∅,WithNoData=false,TableChecks=∅,TableCheckNoInherit=∅,TableCheckNotEnforced=∅,TableNamedChecks=∅,TableUniques=∅,TableUniqueIncludes=∅,TableUniqueNullsNotDistinct=∅,TableUniqueDeferrable=∅,TableUniqueInitiallyDeferred=∅,PrimaryKeyInclude=∅,PrimaryKeyDeferrable=false,PrimaryKeyInitiallyDeferred=false,NamedConstraints=∅,TableExclusions=∅,TableForeignKeys=∅,TableHasNoInheritCheck=false,TableNotNullNames=∅,TableNotNullCols=∅,TableNotNullNoInherit=∅,LikeTables=∅,BodyOrder=["f1"],ForeignServer="",ForeignOptions=∅,Tablespace="",OnCommit=""}
CREATE TABLE tt (f1 timestamp(3))	CreateTableStmt{IfNotExists=false,Unlogged=false,Temporary=false,Name=ObjectName{Schema="",Name="tt"},Columns=[ColumnDef{Name="f1",Type=ColumnType{Schema="",Name="timestamp",Args=[3],IsArray=false},NotNull=false,Primary=false,Unique=false,UniqueNullsNotDistinct=false,UniqueConstraintName="",UniqueDeferrable=false,UniqueInitiallyDeferred=false,PrimaryDeferrable=false,PrimaryInitiallyDeferred=false,GeneratedAlways=false,GeneratedExpr="",GeneratedVirtual=false,IdentityColumn=false,IdentityAlways=false,IdentityStart=0,IdentityIncrement=∅,IdentityMin=∅,IdentityMax=∅,IdentityCache=∅,IdentityCycle=false,DefaultExpr=∅,RefTable=ObjectName{Schema="",Name=""},RefColumns=∅,OnDelete=0,OnUpdate=0,OnDeleteSetCols=∅,FKDeferrable=false,FKInitiallyDeferred=false,FKMatchFull=false,FKNotValid=false,FKNotEnforced=false,CheckExpr="",CheckConstraintName="",NotNullNoInherit=false,NotNullConstraintName="",NotNullExplicit=false,CheckNoInherit=false,CheckNotEnforced=false,Compression="",Storage="",Collation="",FDWOptions=∅}],PrimaryKey=∅,With=<map>,WithOIDS=false,PartitionBy=∅,PartitionOf=∅,Inherits=∅,OfType=∅,OfTypeColumnOptions=∅,ColumnAliases=∅,SelectSource=∅,ExecuteSource=∅,WithNoData=false,TableChecks=∅,TableCheckNoInherit=∅,TableCheckNotEnforced=∅,TableNamedChecks=∅,TableUniques=∅,TableUniqueIncludes=∅,TableUniqueNullsNotDistinct=∅,TableUniqueDeferrable=∅,TableUniqueInitiallyDeferred=∅,PrimaryKeyInclude=∅,PrimaryKeyDeferrable=false,PrimaryKeyInitiallyDeferred=false,NamedConstraints=∅,TableExclusions=∅,TableForeignKeys=∅,TableHasNoInheritCheck=false,TableNotNullNames=∅,TableNotNullCols=∅,TableNotNullNoInherit=∅,LikeTables=∅,BodyOrder=["f1"],ForeignServer="",ForeignOptions=∅,Tablespace="",OnCommit=""}
CREATE TABLE tx (x int, CHECK ((y).a > 0))	CreateTableStmt{IfNotExists=false,Unlogged=false,Temporary=false,Name=ObjectName{Schema="",Name="tx"},Columns=[ColumnDef{Name="x",Type=ColumnType{Schema="",Name="int",Args=∅,IsArray=false},NotNull=false,Primary=false,Unique=false,UniqueNullsNotDistinct=false,UniqueConstraintName="",UniqueDeferrable=false,UniqueInitiallyDeferred=false,PrimaryDeferrable=false,PrimaryInitiallyDeferred=false,GeneratedAlways=false,GeneratedExpr="",GeneratedVirtual=false,IdentityColumn=false,IdentityAlways=false,IdentityStart=0,IdentityIncrement=∅,IdentityMin=∅,IdentityMax=∅,IdentityCache=∅,IdentityCycle=false,DefaultExpr=∅,RefTable=ObjectName{Schema="",Name=""},RefColumns=∅,OnDelete=0,OnUpdate=0,OnDeleteSetCols=∅,FKDeferrable=false,FKInitiallyDeferred=false,FKMatchFull=false,FKNotValid=false,FKNotEnforced=false,CheckExpr="",CheckConstraintName="",NotNullNoInherit=false,NotNullConstraintName="",NotNullExplicit=false,CheckNoInherit=false,CheckNotEnforced=false,Compression="",Storage="",Collation="",FDWOptions=∅}],PrimaryKey=∅,With=<map>,WithOIDS=false,PartitionBy=∅,PartitionOf=∅,Inherits=∅,OfType=∅,OfTypeColumnOptions=∅,ColumnAliases=∅,SelectSource=∅,ExecuteSource=∅,WithNoData=false,TableChecks=["( y ) . a > 0"],TableCheckNoInherit=[false],TableCheckNotEnforced=[false],TableNamedChecks=∅,TableUniques=∅,TableUniqueIncludes=∅,TableUniqueNullsNotDistinct=∅,TableUniqueDeferrable=∅,TableUniqueInitiallyDeferred=∅,PrimaryKeyInclude=∅,PrimaryKeyDeferrable=false,PrimaryKeyInitiallyDeferred=false,NamedConstraints=∅,TableExclusions=∅,TableForeignKeys=∅,TableHasNoInheritCheck=false,TableNotNullNames=∅,TableNotNullCols=∅,TableNotNullNoInherit=∅,LikeTables=∅,BodyOrder=["x"],ForeignServer="",ForeignOptions=∅,Tablespace="",OnCommit=""}
CREATE TABLE tx (x int, y ty CHECK ((y).a > 0))	CreateTableStmt{IfNotExists=false,Unlogged=false,Temporary=false,Name=ObjectName{Schema="",Name="tx"},Columns=[ColumnDef{Name="x",Type=ColumnType{Schema="",Name="int",Args=∅,IsArray=false},NotNull=false,Primary=false,Unique=false,UniqueNullsNotDistinct=false,UniqueConstraintName="",UniqueDeferrable=false,UniqueInitiallyDeferred=false,PrimaryDeferrable=false,PrimaryInitiallyDeferred=false,GeneratedAlways=false,GeneratedExpr="",GeneratedVirtual=false,IdentityColumn=false,IdentityAlways=false,IdentityStart=0,IdentityIncrement=∅,IdentityMin=∅,IdentityMax=∅,IdentityCache=∅,IdentityCycle=false,DefaultExpr=∅,RefTable=ObjectName{Schema="",Name=""},RefColumns=∅,OnDelete=0,OnUpdate=0,OnDeleteSetCols=∅,FKDeferrable=false,FKInitiallyDeferred=false,FKMatchFull=false,FKNotValid=false,FKNotEnforced=false,CheckExpr="",CheckConstraintName="",NotNullNoInherit=false,NotNullConstraintName="",NotNullExplicit=false,CheckNoInherit=false,CheckNotEnforced=false,Compression="",Storage="",Collation="",FDWOptions=∅},ColumnDef{Name="y",Type=ColumnType{Schema="",Name="ty",Args=∅,IsArray=false},NotNull=false,Primary=false,Unique=false,UniqueNullsNotDistinct=false,UniqueConstraintName="",UniqueDeferrable=false,UniqueInitiallyDeferred=false,PrimaryDeferrable=false,PrimaryInitiallyDeferred=false,GeneratedAlways=false,GeneratedExpr="",GeneratedVirtual=false,IdentityColumn=false,IdentityAlways=false,IdentityStart=0,IdentityIncrement=∅,IdentityMin=∅,IdentityMax=∅,IdentityCache=∅,IdentityCycle=false,DefaultExpr=∅,RefTable=ObjectName{Schema="",Name=""},RefColumns=∅,OnDelete=0,OnUpdate=0,OnDeleteSetCols=∅,FKDeferrable=false,FKInitiallyDeferred=false,FKMatchFull=false,FKNotValid=false,FKNotEnforced=false,CheckExpr="( y ) . a > 0",CheckConstraintName="",NotNullNoInherit=false,NotNullConstraintName="",NotNullExplicit=false,CheckNoInherit=false,CheckNotEnforced=false,Compression="",Storage="",Collation="",FDWOptions=∅}],PrimaryKey=∅,With=<map>,WithOIDS=false,PartitionBy=∅,PartitionOf=∅,Inherits=∅,OfType=∅,OfTypeColumnOptions=∅,ColumnAliases=∅,SelectSource=∅,ExecuteSource=∅,WithNoData=false,TableChecks=∅,TableCheckNoInherit=∅,TableCheckNotEnforced=∅,TableNamedChecks=∅,TableUniques=∅,TableUniqueIncludes=∅,TableUniqueNullsNotDistinct=∅,TableUniqueDeferrable=∅,TableUniqueInitiallyDeferred=∅,PrimaryKeyInclude=∅,PrimaryKeyDeferrable=false,PrimaryKeyInitiallyDeferred=false,NamedConstraints=∅,TableExclusions=∅,TableForeignKeys=∅,TableHasNoInheritCheck=false,TableNotNullNames=∅,TableNotNullCols=∅,TableNotNullNoInherit=∅,LikeTables=∅,BodyOrder=["x","y"],ForeignServer="",ForeignOptions=∅,Tablespace="",OnCommit=""}
CREATE TABLE u (u unknown)	CreateTableStmt{IfNotExists=false,Unlogged=false,Temporary=false,Name=ObjectName{Schema="",Name="u"},Columns=[ColumnDef{Name="u",Type=ColumnType{Schema="",Name="unknown",Args=∅,IsArray=false},NotNull=false,Primary=false,Unique=false,UniqueNullsNotDistinct=false,UniqueConstraintName="",UniqueDeferrable=false,UniqueInitiallyDeferred=false,PrimaryDeferrable=false,PrimaryInitiallyDeferred=false,GeneratedAlways=false,GeneratedExpr="",GeneratedVirtual=false,IdentityColumn=false,IdentityAlways=false,IdentityStart=0,IdentityIncrement=∅,IdentityMin=∅,IdentityMax=∅,IdentityCache=∅,IdentityCycle=false,DefaultExpr=∅,RefTable=ObjectName{Schema="",Name=""},RefColumns=∅,OnDelete=0,OnUpdate=0,OnDeleteSetCols=∅,FKDeferrable=false,FKInitiallyDeferred=false,FKMatchFull=false,FKNotValid=false,FKNotEnforced=false,CheckExpr="",CheckConstraintName="",NotNullNoInherit=false,NotNullConstraintName="",NotNullExplicit=false,CheckNoInherit=false,CheckNotEnforced=false,Compression="",Storage="",Collation="",FDWOptions=∅}],PrimaryKey=∅,With=<map>,WithOIDS=false,PartitionBy=∅,PartitionOf=∅,Inherits=∅,OfType=∅,OfTypeColumnOptions=∅,ColumnAliases=∅,SelectSource=∅,ExecuteSource=∅,WithNoData=false,TableChecks=∅,TableCheckNoInherit=∅,TableCheckNotEnforced=∅,TableNamedChecks=∅,TableUniques=∅,TableUniqueIncludes=∅,TableUniqueNullsNotDistinct=∅,TableUniqueDeferrable=∅,TableUniqueInitiallyDeferred=∅,PrimaryKeyInclude=∅,PrimaryKeyDeferrable=false,PrimaryKeyInitiallyDeferred=false,NamedConstraints=∅,TableExclusions=∅,TableForeignKeys=∅,TableHasNoInheritCheck=false,TableNotNullNames=∅,TableNotNullCols=∅,TableNotNullNoInherit=∅,LikeTables=∅,BodyOrder=["u"],ForeignServer="",ForeignOptions=∅,Tablespace="",OnCommit=""}
CREATE TEMP TABLE t (a) AS SELECT 1	CreateTableStmt{IfNotExists=false,Unlogged=false,Temporary=true,Name=ObjectName{Schema="",Name="t"},Columns=∅,PrimaryKey=∅,With=<map>,WithOIDS=false,PartitionBy=∅,PartitionOf=∅,Inherits=∅,OfType=∅,OfTypeColumnOptions=∅,ColumnAliases=["a"],SelectSource=SelectStmt{With=∅,Distinct=false,DistinctOn=∅,Targets=[ResTarget{Alias="",Expr=IntegerConst{Value=1}}],From=∅,FromExprs=∅,Where=∅,GroupBy=∅,Having=∅,OrderBy=∅,Limit=∅,Offset=∅,WithTies=false,SetOp=∅,Parenthesized=false,SetOpOperand=∅,Locking=∅,ValuesRows=∅,WindowClause=∅,GroupingSets=∅},ExecuteSource=∅,WithNoData=false,TableChecks=∅,TableCheckNoInherit=∅,TableCheckNotEnforced=∅,TableNamedChecks=∅,TableUniques=∅,TableUniqueIncludes=∅,TableUniqueNullsNotDistinct=∅,TableUniqueDeferrable=∅,TableUniqueInitiallyDeferred=∅,PrimaryKeyInclude=∅,PrimaryKeyDeferrable=false,PrimaryKeyInitiallyDeferred=false,NamedConstraints=∅,TableExclusions=∅,TableForeignKeys=∅,TableHasNoInheritCheck=false,TableNotNullNames=∅,TableNotNullCols=∅,TableNotNullNoInherit=∅,LikeTables=∅,BodyOrder=∅,ForeignServer="",ForeignOptions=∅,Tablespace="",OnCommit=""}
CREATE TEMP TABLE temptest(col int) ON COMMIT DROP	CreateTableStmt{IfNotExists=false,Unlogged=false,Temporary=true,Name=ObjectName{Schema="",Name="temptest"},Columns=[ColumnDef{Name="col",Type=ColumnType{Schema="",Name="int",Args=∅,IsArray=false},NotNull=false,Primary=false,Unique=false,UniqueNullsNotDistinct=false,UniqueConstraintName="",UniqueDeferrable=false,UniqueInitiallyDeferred=false,PrimaryDeferrable=false,PrimaryInitiallyDeferred=false,GeneratedAlways=false,GeneratedExpr="",GeneratedVirtual=false,IdentityColumn=false,IdentityAlways=false,IdentityStart=0,IdentityIncrement=∅,IdentityMin=∅,IdentityMax=∅,IdentityCache=∅,IdentityCycle=false,DefaultExpr=∅,RefTable=ObjectName{Schema="",Name=""},RefColumns=∅,OnDelete=0,OnUpdate=0,OnDeleteSetCols=∅,FKDeferrable=false,FKInitiallyDeferred=false,FKMatchFull=false,FKNotValid=false,FKNotEnforced=false,CheckExpr="",CheckConstraintName="",NotNullNoInherit=false,NotNullConstraintName="",NotNullExplicit=false,CheckNoInherit=false,CheckNotEnforced=false,Compression="",Storage="",Collation="",FDWOptions=∅}],PrimaryKey=∅,With=<map>,WithOIDS=false,PartitionBy=∅,PartitionOf=∅,Inherits=∅,OfType=∅,OfTypeColumnOptions=∅,ColumnAliases=∅,SelectSource=∅,ExecuteSource=∅,WithNoData=false,TableChecks=∅,TableCheckNoInherit=∅,TableCheckNotEnforced=∅,TableNamedChecks=∅,TableUniques=∅,TableUniqueIncludes=∅,TableUniqueNullsNotDistinct=∅,TableUniqueDeferrable=∅,TableUniqueInitiallyDeferred=∅,PrimaryKeyInclude=∅,PrimaryKeyDeferrable=false,PrimaryKeyInitiallyDeferred=false,NamedConstraints=∅,TableExclusions=∅,TableForeignKeys=∅,TableHasNoInheritCheck=false,TableNotNullNames=∅,TableNotNullCols=∅,TableNotNullNoInherit=∅,LikeTables=∅,BodyOrder=["col"],ForeignServer="",ForeignOptions=∅,Tablespace="",OnCommit="drop"}
CREATE TEMP TABLE tt (a int)	CreateTableStmt{IfNotExists=false,Unlogged=false,Temporary=true,Name=ObjectName{Schema="",Name="tt"},Columns=[ColumnDef{Name="a",Type=ColumnType{Schema="",Name="int",Args=∅,IsArray=false},NotNull=false,Primary=false,Unique=false,UniqueNullsNotDistinct=false,UniqueConstraintName="",UniqueDeferrable=false,UniqueInitiallyDeferred=false,PrimaryDeferrable=false,PrimaryInitiallyDeferred=false,GeneratedAlways=false,GeneratedExpr="",GeneratedVirtual=false,IdentityColumn=false,IdentityAlways=false,IdentityStart=0,IdentityIncrement=∅,IdentityMin=∅,IdentityMax=∅,IdentityCache=∅,IdentityCycle=false,DefaultExpr=∅,RefTable=ObjectName{Schema="",Name=""},RefColumns=∅,OnDelete=0,OnUpdate=0,OnDeleteSetCols=∅,FKDeferrable=false,FKInitiallyDeferred=false,FKMatchFull=false,FKNotValid=false,FKNotEnforced=false,CheckExpr="",CheckConstraintName="",NotNullNoInherit=false,NotNullConstraintName="",NotNullExplicit=false,CheckNoInherit=false,CheckNotEnforced=false,Compression="",Storage="",Collation="",FDWOptions=∅}],PrimaryKey=∅,With=<map>,WithOIDS=false,PartitionBy=∅,PartitionOf=∅,Inherits=∅,OfType=∅,OfTypeColumnOptions=∅,ColumnAliases=∅,SelectSource=∅,ExecuteSource=∅,WithNoData=false,TableChecks=∅,TableCheckNoInherit=∅,TableCheckNotEnforced=∅,TableNamedChecks=∅,TableUniques=∅,TableUniqueIncludes=∅,TableUniqueNullsNotDistinct=∅,TableUniqueDeferrable=∅,TableUniqueInitiallyDeferred=∅,PrimaryKeyInclude=∅,PrimaryKeyDeferrable=false,PrimaryKeyInitiallyDeferred=false,NamedConstraints=∅,TableExclusions=∅,TableForeignKeys=∅,TableHasNoInheritCheck=false,TableNotNullNames=∅,TableNotNullCols=∅,TableNotNullNoInherit=∅,LikeTables=∅,BodyOrder=["a"],ForeignServer="",ForeignOptions=∅,Tablespace="",OnCommit=""}
CREATE UNIQUE INDEX CONCURRENTLY i ON t (a)	CreateIndexStmt{IfNotExists=false,Unique=true,Name="i",Table=ObjectName{Schema="",Name="t"},Method="",Columns=["a"],ColExprs=[∅],Fillfactor=0,OpClassWithOptions="",HasPredicate=false,Predicate=∅,IncludeColumns=∅,OnOnly=false,Concurrently=true,ColOrders=[IndexColOrder{Descending=false,NullsFirst=false,OpClass="",Collation=""}],NullsNotDistinct=false,DeduplicateItems=∅,FastUpdate=∅,GinPendingListLimit=0,PagesPerRange=0,Buffering="",AutoSummarize=∅,Tablespace=""}
CREATE UNIQUE INDEX ON t (a)	CreateIndexStmt{IfNotExists=false,Unique=true,Name="",Table=ObjectName{Schema="",Name="t"},Method="",Columns=["a"],ColExprs=[∅],Fillfactor=0,OpClassWithOptions="",HasPredicate=false,Predicate=∅,IncludeColumns=∅,OnOnly=false,Concurrently=false,ColOrders=[IndexColOrder{Descending=false,NullsFirst=false,OpClass="",Collation=""}],NullsNotDistinct=false,DeduplicateItems=∅,FastUpdate=∅,GinPendingListLimit=0,PagesPerRange=0,Buffering="",AutoSummarize=∅,Tablespace=""}
CREATE UNIQUE INDEX i ON t (a) INCLUDE (b)	CreateIndexStmt{IfNotExists=false,Unique=true,Name="i",Table=ObjectName{Schema="",Name="t"},Method="",Columns=["a"],ColExprs=[∅],Fillfactor=0,OpClassWithOptions="",HasPredicate=false,Predicate=∅,IncludeColumns=["b"],OnOnly=false,Concurrently=false,ColOrders=[IndexColOrder{Descending=false,NullsFirst=false,OpClass="",Collation=""}],NullsNotDistinct=false,DeduplicateItems=∅,FastUpdate=∅,GinPendingListLimit=0,PagesPerRange=0,Buffering="",AutoSummarize=∅,Tablespace=""}
CREATE UNIQUE INDEX i ON t (a) WHERE a IS NOT NULL	CreateIndexStmt{IfNotExists=false,Unique=true,Name="i",Table=ObjectName{Schema="",Name="t"},Method="",Columns=["a"],ColExprs=[∅],Fillfactor=0,OpClassWithOptions="",HasPredicate=true,Predicate=IsNullExpr{Operand=ColumnRef{Schema="",Table="",Column="a"},Negated=true},IncludeColumns=∅,OnOnly=false,Concurrently=false,ColOrders=[IndexColOrder{Descending=false,NullsFirst=false,OpClass="",Collation=""}],NullsNotDistinct=false,DeduplicateItems=∅,FastUpdate=∅,GinPendingListLimit=0,PagesPerRange=0,Buffering="",AutoSummarize=∅,Tablespace=""}
CREATE UNIQUE INDEX i ON t (a, b)	CreateIndexStmt{IfNotExists=false,Unique=true,Name="i",Table=ObjectName{Schema="",Name="t"},Method="",Columns=["a","b"],ColExprs=[∅,∅],Fillfactor=0,OpClassWithOptions="",HasPredicate=false,Predicate=∅,IncludeColumns=∅,OnOnly=false,Concurrently=false,ColOrders=[IndexColOrder{Descending=false,NullsFirst=false,OpClass="",Collation=""},IndexColOrder{Descending=false,NullsFirst=false,OpClass="",Collation=""}],NullsNotDistinct=false,DeduplicateItems=∅,FastUpdate=∅,GinPendingListLimit=0,PagesPerRange=0,Buffering="",AutoSummarize=∅,Tablespace=""}
CREATE UNLOGGED TABLE uu (a int)	CreateTableStmt{IfNotExists=false,Unlogged=true,Temporary=false,Name=ObjectName{Schema="",Name="uu"},Columns=[ColumnDef{Name="a",Type=ColumnType{Schema="",Name="int",Args=∅,IsArray=false},NotNull=false,Primary=false,Unique=false,UniqueNullsNotDistinct=false,UniqueConstraintName="",UniqueDeferrable=false,UniqueInitiallyDeferred=false,PrimaryDeferrable=false,PrimaryInitiallyDeferred=false,GeneratedAlways=false,GeneratedExpr="",GeneratedVirtual=false,IdentityColumn=false,IdentityAlways=false,IdentityStart=0,IdentityIncrement=∅,IdentityMin=∅,IdentityMax=∅,IdentityCache=∅,IdentityCycle=false,DefaultExpr=∅,RefTable=ObjectName{Schema="",Name=""},RefColumns=∅,OnDelete=0,OnUpdate=0,OnDeleteSetCols=∅,FKDeferrable=false,FKInitiallyDeferred=false,FKMatchFull=false,FKNotValid=false,FKNotEnforced=false,CheckExpr="",CheckConstraintName="",NotNullNoInherit=false,NotNullConstraintName="",NotNullExplicit=false,CheckNoInherit=false,CheckNotEnforced=false,Compression="",Storage="",Collation="",FDWOptions=∅}],PrimaryKey=∅,With=<map>,WithOIDS=false,PartitionBy=∅,PartitionOf=∅,Inherits=∅,OfType=∅,OfTypeColumnOptions=∅,ColumnAliases=∅,SelectSource=∅,ExecuteSource=∅,WithNoData=false,TableChecks=∅,TableCheckNoInherit=∅,TableCheckNotEnforced=∅,TableNamedChecks=∅,TableUniques=∅,TableUniqueIncludes=∅,TableUniqueNullsNotDistinct=∅,TableUniqueDeferrable=∅,TableUniqueInitiallyDeferred=∅,PrimaryKeyInclude=∅,PrimaryKeyDeferrable=false,PrimaryKeyInitiallyDeferred=false,NamedConstraints=∅,TableExclusions=∅,TableForeignKeys=∅,TableHasNoInheritCheck=false,TableNotNullNames=∅,TableNotNullCols=∅,TableNotNullNoInherit=∅,LikeTables=∅,BodyOrder=["a"],ForeignServer="",ForeignOptions=∅,Tablespace="",OnCommit=""}
CREATE VIEW v AS SELECT * FROM t WITH CASCADED CHECK OPTION	CreateViewStmt{OrReplace=false,Temporary=false,Name=ObjectName{Schema="",Name="v"},Columns=∅,Query=SelectStmt{With=∅,Distinct=false,DistinctOn=∅,Targets=[ResTarget{Alias="",Expr=StarExpr{Schema="",Table=""}}],From=[RangeVar{Schema="",Name="t",Alias="",Columns=∅,Subquery=∅,TableFunc=∅,Only=false,Lateral=false}],FromExprs=[FromExpr{Base=RangeVar{Schema="",Name="t",Alias="",Columns=∅,Subquery=∅,TableFunc=∅,Only=false,Lateral=false},Joins=∅}],Where=∅,GroupBy=∅,Having=∅,OrderBy=∅,Limit=∅,Offset=∅,WithTies=false,SetOp=∅,Parenthesized=false,SetOpOperand=∅,Locking=∅,ValuesRows=∅,WindowClause=∅,GroupingSets=∅},RawDef="SELECT * FROM t",CheckOption="cascaded",SecurityBarrier=∅,SecurityInvoker=∅}
CREATE VIEW v AS SELECT * FROM t WITH CHECK OPTION	CreateViewStmt{OrReplace=false,Temporary=false,Name=ObjectName{Schema="",Name="v"},Columns=∅,Query=SelectStmt{With=∅,Distinct=false,DistinctOn=∅,Targets=[ResTarget{Alias="",Expr=StarExpr{Schema="",Table=""}}],From=[RangeVar{Schema="",Name="t",Alias="",Columns=∅,Subquery=∅,TableFunc=∅,Only=false,Lateral=false}],FromExprs=[FromExpr{Base=RangeVar{Schema="",Name="t",Alias="",Columns=∅,Subquery=∅,TableFunc=∅,Only=false,Lateral=false},Joins=∅}],Where=∅,GroupBy=∅,Having=∅,OrderBy=∅,Limit=∅,Offset=∅,WithTies=false,SetOp=∅,Parenthesized=false,SetOpOperand=∅,Locking=∅,ValuesRows=∅,WindowClause=∅,GroupingSets=∅},RawDef="SELECT * FROM t",CheckOption="cascaded",SecurityBarrier=∅,SecurityInvoker=∅}
CREATE VIEW v AS SELECT * FROM t WITH LOCAL CHECK OPTION	CreateViewStmt{OrReplace=false,Temporary=false,Name=ObjectName{Schema="",Name="v"},Columns=∅,Query=SelectStmt{With=∅,Distinct=false,DistinctOn=∅,Targets=[ResTarget{Alias="",Expr=StarExpr{Schema="",Table=""}}],From=[RangeVar{Schema="",Name="t",Alias="",Columns=∅,Subquery=∅,TableFunc=∅,Only=false,Lateral=false}],FromExprs=[FromExpr{Base=RangeVar{Schema="",Name="t",Alias="",Columns=∅,Subquery=∅,TableFunc=∅,Only=false,Lateral=false},Joins=∅}],Where=∅,GroupBy=∅,Having=∅,OrderBy=∅,Limit=∅,Offset=∅,WithTies=false,SetOp=∅,Parenthesized=false,SetOpOperand=∅,Locking=∅,ValuesRows=∅,WindowClause=∅,GroupingSets=∅},RawDef="SELECT * FROM t",CheckOption="local",SecurityBarrier=∅,SecurityInvoker=∅}
